"","LastName","FirstName","DatasetID","Dataset","SpeciesName","AccSpeciesID","AccSpeciesName","ObservationID","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk","Reference","Comment","StdValueStr","V29"
"1","Mencuccini","Maurizio",199,"Whole Plant Hydraulic Conductance","Acer rubrum",859,"Acer rubrum",1415138,10322404,21,"Stem diameter",24,"Stem diameter at breast height (1.3 m, DBH)","Stem diameter","6.69147263504184","cm","Single",NA,"",NA,0.0669147263504184,"m",NA,29310125,0.662328,"MENCUCCINI M., 2003. The ecological significance of long distance water transport: short-term regulation and long-term acclimation across plant growth forms. Plant, Cell and Environment, 26:163-182.","","",NA
"2","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650540,11168133,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1","mm","Single",NA,"",NA,0.001,"m",NA,NA,4.85163,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"3","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650547,11168210,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","1.9","cm","Single",NA,"",NA,0.019,"m",NA,NA,5.8751,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"4","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650635,11169118,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1.1","mm","Single",NA,"",NA,0.0011,"m",NA,NA,4.70264,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"5","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650645,11169224,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","3.5","cm","Single",NA,"",NA,0.035,"m",NA,NA,5.16737,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"6","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650652,11169299,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","0.9","mm","Single",NA,"",NA,9e-04,"m",NA,11168207,5.01634,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"7","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650679,11169579,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","1.7","cm","Single",NA,"",NA,0.017,"m",NA,NA,6.00396,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"8","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650688,11169673,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","0.9","mm","Single",NA,"",NA,9e-04,"m",NA,11168207,5.01634,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"9","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650700,11169805,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","2.3","cm","Single",NA,"",NA,0.023,"m",NA,11168224,5.65377,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"10","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650724,11170064,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","0.8","mm","Single",NA,"",NA,8e-04,"m",NA,11168119,5.20047,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"11","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650732,11170153,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","3","cm","Single",NA,"",NA,0.03,"m",NA,NA,5.34595,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"12","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650738,11170222,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","0.9","mm","Single",NA,"",NA,9e-04,"m",NA,11168207,5.01634,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"13","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650766,11170518,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","2","cm","Single",NA,"",NA,0.02,"m",NA,NA,5.81568,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"14","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650823,11171125,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1","mm","Single",NA,"",NA,0.001,"m",NA,11168133,4.85163,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"15","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650829,11171194,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","2.1","cm","Single",NA,"",NA,0.021,"m",NA,11169278,5.75916,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"16","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650912,11172067,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1.1","mm","Single",NA,"",NA,0.0011,"m",NA,11169118,4.70264,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"17","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650937,11172325,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","2.9","cm","Single",NA,"",NA,0.029,"m",NA,NA,5.38522,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"18","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650945,11172412,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1.3","mm","Single",NA,"",NA,0.0013,"m",NA,NA,4.44148,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"19","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650957,11172542,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","2.1","cm","Single",NA,"",NA,0.021,"m",NA,11169278,5.75916,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"20","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650966,11172640,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","0.9","mm","Single",NA,"",NA,9e-04,"m",NA,11168207,5.01634,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"21","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650976,11172746,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","2.4","cm","Single",NA,"",NA,0.024,"m",NA,11172070,5.60446,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"22","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650988,11172872,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1.2","mm","Single",NA,"",NA,0.0012,"m",NA,NA,4.56661,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"23","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650992,11172919,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","4.3","cm","Single",NA,"",NA,0.043,"m",NA,NA,4.92889,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"24","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1650999,11172995,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1.6","mm","Single",NA,"",NA,0.0016,"m",NA,11172916,4.11688,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"25","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651003,11173045,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","5","cm","Single",NA,"",NA,0.05,"m",NA,NA,4.75416,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"26","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651013,11173149,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","0.7","mm","Single",NA,"",NA,7e-04,"m",NA,NA,5.40922,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"27","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651024,11173266,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","4.3","cm","Single",NA,"",NA,0.043,"m",NA,11172919,4.92889,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"28","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651036,11173392,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1.1","mm","Single",NA,"",NA,0.0011,"m",NA,11169118,4.70264,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"29","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651037,11173409,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","6.5","cm","Single",NA,"",NA,0.065,"m",NA,11172851,4.45021,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"30","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651048,11173525,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1.4","mm","Single",NA,"",NA,0.0014,"m",NA,11171044,4.32563,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"31","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651061,11173664,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","3.1","cm","Single",NA,"",NA,0.031,"m",NA,11168136,5.30796,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"32","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651071,11173772,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","0.7","mm","Single",NA,"",NA,7e-04,"m",NA,11173149,5.40922,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"33","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651075,11173819,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","2","cm","Single",NA,"",NA,0.02,"m",NA,11170518,5.81568,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"34","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651086,11173937,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1","mm","Single",NA,"",NA,0.001,"m",NA,11168133,4.85163,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"35","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651087,11173954,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","4","cm","Single",NA,"",NA,0.04,"m",NA,11173528,5.01267,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"36","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651115,11174240,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","0.9","mm","Single",NA,"",NA,9e-04,"m",NA,11168207,5.01634,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"37","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651171,11174809,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","1.2","cm","Single",NA,"",NA,0.012,"m",NA,NA,6.40747,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"38","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651210,11175212,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1.1","mm","Single",NA,"",NA,0.0011,"m",NA,11169118,4.70264,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"39","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651219,11175307,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","1.5","cm","Single",NA,"",NA,0.015,"m",NA,11175215,6.14896,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"40","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651221,11175332,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1","mm","Single",NA,"",NA,0.001,"m",NA,11168133,4.85163,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"41","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651231,11175439,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","1","cm","Single",NA,"",NA,0.01,"m",NA,11173775,6.61869,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"42","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651235,11175484,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","0.9","mm","Single",NA,"",NA,9e-04,"m",NA,11168207,5.01634,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"43","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651245,11175591,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","1.5","cm","Single",NA,"",NA,0.015,"m",NA,11175215,6.14896,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"44","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651298,11176136,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1.3","mm","Single",NA,"",NA,0.0013,"m",NA,11172412,4.44148,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"45","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651305,11176214,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","2.2","cm","Single",NA,"",NA,0.022,"m",NA,11170067,5.70526,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"46","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651347,11176660,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1.5","mm","Single",NA,"",NA,0.0015,"m",NA,11169802,4.21777,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"47","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651348,11176677,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","2.5","cm","Single",NA,"",NA,0.025,"m",NA,11176139,5.55717,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"48","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651357,11176773,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1.5","mm","Single",NA,"",NA,0.0015,"m",NA,11169802,4.21777,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"49","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651358,11176790,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","9.1","cm","Single",NA,"",NA,0.091,"m",NA,NA,4.06041,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"50","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651362,11176835,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","1.1","mm","Single",NA,"",NA,0.0011,"m",NA,11169118,4.70264,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"51","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651367,11176891,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","4","cm","Single",NA,"",NA,0.04,"m",NA,11173528,5.01267,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"52","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651397,11177195,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","0.9","mm","Single",NA,"",NA,9e-04,"m",NA,11168207,5.01634,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"53","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651401,11177244,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","2","cm","Single",NA,"",NA,0.02,"m",NA,11170518,5.81568,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"54","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651423,11177480,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","0.9","mm","Single",NA,"",NA,9e-04,"m",NA,11168207,5.01634,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
"55","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651424,11177497,325,"Crown (canopy) width",819,"Canopy width; crown width (diameter perpendicular to first axis)","Canopy Width","1.4","cm","Single",NA,"",NA,0.014,"m",NA,11171128,6.22889,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Canopy width: measured with a ruler, perpendicular to the length and parallel to the ground.","",NA
"56","von Holle","Betsy",218,"Plant Traits, Virginia, USA","Acer rubrum",859,"Acer rubrum",1651443,11177697,21,"Stem diameter",1908,"Stem diameter at base (basal diameter)","Stem Diameter at base","0.8","mm","Single",NA,"",NA,8e-04,"m",NA,11168119,5.20047,"Von Holle, B. and D. Simberloff. 2004. Testing Fox's assembly rule:  Does plant invasion depend on recipient community structure? Oikos 105:551-563.","Stem diameter: measured at ground level, using calipers. For grasses, the entire clump of leaves was measured, rather than a single culm.","",NA
