464819,5262240,193.3626,6.632267,2023,70,0.380709449,17.56666667,5.35432,8.26115491,20.98333333,4.232414598,1.29003997,3.001850685,7.62470069,12,0,7
464819,5262240,193.3626,6.632267,2024,22,0.380709449,17.56666667,5.35432,8.26115491,20.98333333,4.232414598,1.29003997,3.001850685,7.62470069,12,0,7
464819,5262292,115.0966,3.120716,2023,59,0.403803965,14.7,4.48056,9.534120798,24.21666667,5.262967179,1.604152396,4.554939691,11.56954674,18,0.111111111,9
464819,5262292,115.0966,3.120716,2024,18,0.403803965,14.7,4.48056,9.534120798,24.21666667,5.262967179,1.604152396,4.554939691,11.56954674,18,0.111111111,9
464819,5262396,135.0012,7.45287,2023,49,1.373773603,16.4875,5.02539,5.725885865,14.54375,6.042943543,1.841889192,1.568752741,3.984631936,16,0.4375,11
464819,5262396,135.0012,7.45287,2024,12,1.373773603,16.4875,5.02539,5.725885865,14.54375,6.042943543,1.841889192,1.568752741,3.984631936,16,0.4375,11
464819,5262448,254.4066,9.503919,2023,36,1.750984018,18,5.4864,7.533464617,19.135,5.86263817,1.786932114,1.990276416,5.055302063,20,0.65,16
464819,5262448,254.4066,9.503919,2024,17,1.750984018,18,5.4864,7.533464617,19.135,5.86263817,1.786932114,1.990276416,5.055302063,20,0.65,16
464819,5262500,355.2919,3.051387,2023,62,0.778448322,18.42142857,5.614851429,9.389763842,23.85,4.967924589,1.514223415,5.624650779,14.28661288,14,0.142857143,3
464819,5262500,355.2919,3.051387,2024,20,0.778448322,18.42142857,5.614851429,9.389763842,23.85,4.967924589,1.514223415,5.624650779,14.28661288,14,0.142857143,3
464744.8,5262292,332.3497,0.84887,2023,64,1.086375192,15.14285714,4.615542857,6.962879686,17.68571429,3.645022699,1.111002919,2.119464666,5.383440217,7,0.857142857,4
464744.8,5262292,332.3497,0.84887,2024,18,1.086375192,15.14285714,4.615542857,6.962879686,17.68571429,3.645022699,1.111002919,2.119464666,5.383440217,7,0.857142857,4
464744.8,5262344,291.1621,2.37949,2023,58,1.514906752,16.075,4.89966,6.714004544,17.05357143,6.344062549,1.933670265,4.315217718,10.96065293,28,0.678571429,12
464744.8,5262344,291.1621,2.37949,2024,16,1.514906752,16.075,4.89966,6.714004544,17.05357143,6.344062549,1.933670265,4.315217718,10.96065293,28,0.678571429,12
464744.8,5262396,120.0787,0.78623,2023,78,1.792040934,19.13636364,5.832763636,5.991410204,15.21818182,6.876085038,2.09583072,0.88889551,2.25779458,11,1,8
464744.8,5262396,120.0787,0.78623,2024,20,1.792040934,19.13636364,5.832763636,5.991410204,15.21818182,6.876085038,2.09583072,0.88889551,2.25779458,11,1,8
464744.8,5262500,201.5048,1.26977,2023,76,0.008631149,14.36666667,4.37896,8.989501372,22.83333333,4.707794954,1.434935902,4.163808541,10.57607363,3,0.333333333,2
464744.8,5262500,201.5048,1.26977,2024,21,0.008631149,14.36666667,4.37896,8.989501372,22.83333333,4.707794954,1.434935902,4.163808541,10.57607363,3,0.333333333,2
464670.6,5262240,252.4753,2.85169,2023,68,0.216481786,15.275,4.65582,10.73818905,27.275,8.560332103,2.609189225,5.606796488,14.24126299,8,0,2
