SITE,COMMON_NAME,SPECIES,DIST_FT,DIST_M,DBH_IN,DBH_CM,CC,NORTHING,EASTING
S631,White Spruce,Picea glauca,5.7,1.73736,9.566929197,24.3,Co,464636,5263146
S631,White Spruce,Picea glauca,24.1,7.34568,10.07874022,25.6,Co,464636,5263146
S631,White Spruce,Picea glauca,11,3.3528,9.527559118,24.2,Co,464636,5263146
S631,White Spruce,Picea glauca,6.4,1.95072,10.59055125,26.9,Co,464636,5263146
S631,White Spruce,Picea glauca,26.5,8.0772,9.094488249,23.1,Co,464636,5263146
S631,White Spruce,Picea glauca,25.7,7.83336,9.212598486,23.4,Co,464636,5263146
S631,White Spruce,Picea glauca,12.5,3.81,7.322834694,18.6,Co,464636,5263146
S631,White Spruce,Picea glauca,16.7,5.09016,9.803149671,24.9,Co,464636,5263146
S631,White Spruce,Picea glauca,25,7.62,10.82677173,27.5,Co,464636,5263146
S631,White Spruce,Picea glauca,11.5,3.5052,7.48031501,19,Co,464636,5263146
S631,White Spruce,Picea glauca,2.5,0.762,8.188976432,20.8,Co,464636,5263146
S631,White Spruce,Picea glauca,26,7.9248,8.425196906,21.4,Co,464636,5263146
S631,White Spruce,Picea glauca,6.9,2.10312,8.976378012,22.8,Co,464636,5263146
S631,White Spruce,Picea glauca,26.5,8.0772,11.41732291,29,Co,464636,5263146
S632,Red Pine,Pinus resinosa,5.5,1.6764,12.32283473,31.3,Co,464578,5263154
S632,Red Pine,Pinus resinosa,19.583,5.9688984,5.590551218,14.2,Co,464578,5263154
S632,Red Pine,Pinus resinosa,22.5,6.858,8.503937064,21.6,Co,464578,5263154
S632,Red Pine,Pinus resinosa,24.667,7.5185016,7.322834694,18.6,Co,464578,5263154
S632,Red Pine,Pinus resinosa,10.5,3.2004,10.00000007,25.4,Co,464578,5263154
S632,Red Pine,Pinus resinosa,19.667,5.9945016,10.78740165,27.4,Co,464578,5263154
S632,Red Pine,Pinus resinosa,9.75,2.9718,10.07874022,25.6,Co,464578,5263154
S632,Red Pine,Pinus resinosa,22.667,6.9089016,7.637795326,19.4,Co,464578,5263154
S632,Red Pine,Pinus resinosa,19.333,5.8926984,9.291338644,23.6,Co,464578,5263154
S632,Red Pine,Pinus resinosa,26,7.9248,6.535433114,16.6,Int,464578,5263154
S632,Red Pine,Pinus resinosa,9.833,2.9970984,6.732283509,17.1,Int,464578,5263154
S632,Red Pine,Pinus resinosa,16.25,4.953,12.20472449,31,Co,464578,5263154
S632,Red Pine,Pinus resinosa,23.25,7.0866,11.41732291,29,Co,464578,5263154
S632,Red Pine,Pinus resinosa,19.333,5.8926984,8.425196906,21.4,Co,464578,5263154
S632,Red Pine,Pinus resinosa,12,3.6576,9.05511817,23,Co,464578,5263154
S632,Red Pine,Pinus resinosa,25.5,7.7724,6.377952798,16.2,Co,464578,5263154
S632,Red Pine,Pinus resinosa,23.053,7.0265544,11.73228354,29.8,Co,464578,5263154
S632,Balsam Fir,Abies balsamea,20.917,6.3755016,9.488189039,24.1,Int,464578,5263154
S632,White Spruce,Picea glauca,12.583,3.8352984,7.637795326,19.4,Co,464578,5263154
S632,White Spruce,Picea glauca,15.833,4.8258984,6.102362245,15.5,Co,464578,5263154
S633,Red Pine,Pinus resinosa,15.583,4.7496984,9.645669355,24.5,Co,464514,5263162
S633,Red Pine,Pinus resinosa,22.75,6.9342,9.803149671,24.9,Co,464514,5263162
S633,Red Pine,Pinus resinosa,13.167,4.0133016,5.669291376,14.4,Sup,464514,5263162
S633,Red Pine,Pinus resinosa,14.053,4.2833544,4.527559085,11.5,Int,464514,5263162
S633,Red Pine,Pinus resinosa,11.333,3.4542984,4.960629954,12.6,Co,464514,5263162
S633,Red Pine,Pinus resinosa,5.833,1.7778984,7.362204773,18.7,Co,464514,5263162
S633,Red Pine,Pinus resinosa,9.583,2.9208984,10.19685046,25.9,Co,464514,5263162
S633,Red Pine,Pinus resinosa,17.333,5.2830984,8.818897696,22.4,Co,464514,5263162
S633,Red Pine,Pinus resinosa,25.417,7.7471016,8.66141738,22,Co,464514,5263162
S633,Red Pine,Pinus resinosa,17.833,5.4354984,9.173228407,23.3,Co,464514,5263162
S633,Red Pine,Pinus resinosa,3.667,1.1177016,5.787401613,14.7,Co,464514,5263162
S633,Red Pine,Pinus resinosa,5.833,1.7778984,7.165354378,18.2,Co,464514,5263162
S633,Red Pine,Pinus resinosa,10.75,3.2766,10.78740165,27.4,Co,464514,5263162
S633,Red Pine,Pinus resinosa,15.917,4.8515016,9.645669355,24.5,Co,464514,5263162
S633,Red Pine,Pinus resinosa,24.053,7.3313544,8.858267775,22.5,Co,464514,5263162
S633,Paper Birch,Betula papyrifera,21.333,6.5022984,9.094488249,23.1,Dom,464514,5263162
S633,Paper Birch,Betula papyrifera,17.583,5.3592984,5.314960665,13.5,Sup,464514,5263162
S633,Paper Birch,Betula papyrifera,21.25,6.477,6.653543351,16.9,Co,464514,5263162
S633,Paper Birch,Betula papyrifera,23.417,7.1375016,7.362204773,18.7,Co,464514,5263162
S633,Paper Birch,Betula papyrifera,24.25,7.3914,7.007874062,17.8,Int,464514,5263162
S633,Paper Birch,Betula papyrifera,20.917,6.3755016,4.685039401,11.9,Sup,464514,5263162
S633,Tamarack,Larix laricina,14.053,4.2833544,4.921259875,12.5,Co,464514,5263162
S633,Tamarack,Larix laricina,26.053,7.9409544,6.181102403,15.7,Co,464514,5263162
S633,Tamarack,Larix laricina,23.333,7.1118984,6.574803193,16.7,Dom,464514,5263162
S633,Tamarack,Larix laricina,19.167,5.8421016,4.173228374,10.6,Int,464514,5263162
S633,Northern Red Oak,Quercus rubra,10.833,3.3018984,8.110236274,20.6,Co,464514,5263162
S633,Northern Red Oak,Quercus rubra,11.053,3.3689544,4.803149638,12.2,Int,464514,5263162
S633,Black Spruce,Picea mariana,25.25,7.6962,4.015748058,10.2,Sup,464514,5263162
S634,Black Spruce,Picea mariana,22.3,6.79704,5.11811027,13,Int,464450,5263160
S634,Black Spruce,Picea mariana,21.1,6.43128,5.590551218,14.2,Co,464450,5263160
S634,Black Spruce,Picea mariana,8.1,2.46888,7.519685089,19.1,Co,464450,5263160
S634,Black Spruce,Picea mariana,14.9,4.54152,7.952755958,20.2,Dom,464450,5263160
S634,Black Spruce,Picea mariana,13.4,4.08432,6.29921264,16,Int,464450,5263160
S634,Black Spruce,Picea mariana,24.8,7.55904,4.055118137,10.3,Int,464450,5263160
S634,Black Spruce,Picea mariana,23.3,7.10184,6.496063035,16.5,Dom,464450,5263160
S634,Tamarack,Larix laricina,14.4,4.38912,6.220472482,15.8,Co,464450,5263160
S634,Tamarack,Larix laricina,10.6,3.23088,5.11811027,13,Co,464450,5263160
S634,Tamarack,Larix laricina,22.7,6.91896,8.385826827,21.3,Co,464450,5263160
S634,Tamarack,Larix laricina,12,3.6576,4.409448848,11.2,Int,464450,5263160
S635,Red Pine,Pinus resinosa,2.417,0.7367016,4.488189006,11.4,Int,464392,5263156
S635,Red Pine,Pinus resinosa,7.053,2.1497544,4.566929164,11.6,Sup,464392,5263156
S635,Red Pine,Pinus resinosa,6.833,2.0826984,4.645669322,11.8,Int,464392,5263156
S635,Quaking Aspen,Populus tremuloides,18.667,5.6897016,5.669291376,14.4,Co,464392,5263156
S635,Quaking Aspen,Populus tremuloides,25.5,7.7724,7.322834694,18.6,Co,464392,5263156
S635,Quaking Aspen,Populus tremuloides,11.053,3.3689544,9.409448881,23.9,Co,464392,5263156
S635,Quaking Aspen,Populus tremuloides,23.333,7.1118984,8.897637854,22.6,Co,464392,5263156
S635,Quaking Aspen,Populus tremuloides,17.5,5.334,8.149606353,20.7,Co,464392,5263156
S635,Quaking Aspen,Populus tremuloides,9.667,2.9465016,6.220472482,15.8,Co,464392,5263156
S635,Quaking Aspen,Populus tremuloides,22.417,6.8327016,6.889763825,17.5,Co,464392,5263156
S635,Quaking Aspen,Populus tremuloides,21.917,6.6803016,5.826771692,14.8,Co,464392,5263156
S635,Quaking Aspen,Populus tremuloides,18.167,5.5373016,7.795275642,19.8,Co,464392,5263156
S635,Quaking Aspen,Populus tremuloides,14.917,4.5467016,8.582677222,21.8,Co,464392,5263156
S635,Quaking Aspen,Populus tremuloides,25.5,7.7724,5.748031534,14.6,Co,464392,5263156
S635,Quaking Aspen,Populus tremuloides,16.25,4.953,5.11811027,13,Co,464392,5263156
S635,Paper Birch,Betula papyrifera,9.25,2.8194,4.409448848,11.2,Int,464392,5263156
S635,Paper Birch,Betula papyrifera,25.053,7.6361544,5.11811027,13,Co,464392,5263156
S635,Paper Birch,Betula papyrifera,23.053,7.0265544,6.496063035,16.5,Co,464392,5263156
S635,Paper Birch,Betula papyrifera,22.833,6.9594984,4.094488216,10.4,Int,464392,5263156
S635,Paper Birch,Betula papyrifera,18.167,5.5373016,4.251968532,10.8,Int,464392,5263156
S635,Paper Birch,Betula papyrifera,21.053,6.4169544,4.133858295,10.5,Int,464392,5263156
S635,Paper Birch,Betula papyrifera,5.75,1.7526,4.488189006,11.4,Co,464392,5263156
S635,Paper Birch,Betula papyrifera,16.333,4.9782984,3.582677189,9.1,Int,464392,5263156
S635,Northern Red Oak,Quercus rubra,23.417,7.1375016,3.622047268,9.2,Int,464392,5263156
S635,Tamarack,Larix laricina,19.417,5.9183016,6.023622087,15.3,Co,464392,5263156
S635,Tamarack,Larix laricina,18.833,5.7402984,4.212598453,10.7,Int,464392,5263156
S635,Red Maple,Acer rubrum,23.167,7.0613016,3.9370079,10,Int,464392,5263156
S635,Red Maple,Acer rubrum,18,5.4864,3.622047268,9.2,Int,464392,5263156
S635,Red Maple,Acer rubrum,17.583,5.3592984,3.9370079,10,Int,464392,5263156
S635,Bigtooth Aspen,Populus grandidentata,10.583,3.2256984,7.322834694,18.6,Co,464392,5263156
S636,Bigtooth Aspen,Populus grandidentata,19.5,5.9436,4.094488216,10.4,Int,464335,5263151
S636,Bigtooth Aspen,Populus grandidentata,11.833,3.6066984,5.314960665,13.5,Co,464335,5263151
S636,Bigtooth Aspen,Populus grandidentata,15.417,4.6991016,5.314960665,13.5,Co,464335,5263151
S636,Bigtooth Aspen,Populus grandidentata,2,0.6096,10.23622054,26,Co,464335,5263151
S636,Bigtooth Aspen,Populus grandidentata,24.917,7.5947016,13.26771662,33.7,Co,464335,5263151
S636,Bigtooth Aspen,Populus grandidentata,18,5.4864,9.44881896,24,Co,464335,5263151
S636,Quaking Aspen,Populus tremuloides,14.25,4.3434,12.5590552,31.9,Dom,464335,5263151
S636,Quaking Aspen,Populus tremuloides,24.333,7.4166984,6.102362245,15.5,Co,464335,5263151
S636,Quaking Aspen,Populus tremuloides,25,7.62,7.08661422,18,Co,464335,5263151
S636,Quaking Aspen,Populus tremuloides,24.417,7.4423016,8.543307143,21.7,Co,464335,5263151
S636,Quaking Aspen,Populus tremuloides,25.667,7.8233016,10.82677173,27.5,Co,464335,5263151
S636,Quaking Aspen,Populus tremuloides,24.053,7.3313544,5.275590586,13.4,Co,464335,5263151
S636,Quaking Aspen,Populus tremuloides,8.583,2.6160984,8.700787459,22.1,Co,464335,5263151
S636,Quaking Aspen,Populus tremuloides,9.833,2.9970984,6.850393746,17.4,Co,464335,5263151
S636,Sugar Maple,Acer saccharum,6.25,1.905,3.9370079,10,Co,464335,5263151
S636,Sugar Maple,Acer saccharum,8.25,2.5146,6.259842561,15.9,Co,464335,5263151
S636,Northern Red Oak,Quercus rubra,16,4.8768,4.921259875,12.5,Co,464335,5263151
S636,Northern Red Oak,Quercus rubra,5.5,1.6764,4.645669322,11.8,Int,464335,5263151
S636,Northern Red Oak,Quercus rubra,15.167,4.6229016,9.685039434,24.6,Co,464335,5263151
S636,Northern Red Oak,Quercus rubra,22.5,6.858,6.220472482,15.8,Co,464335,5263151
S636,Northern Red Oak,Quercus rubra,1.417,0.4319016,4.33070869,11,Int,464335,5263151
S636,Red Maple,Acer rubrum,20.167,6.1469016,4.015748058,10.2,Co,464335,5263151
S636,Red Maple,Acer rubrum,19.5,5.9436,3.582677189,9.1,Int,464335,5263151
S642,Red Pine,Pinus resinosa,7.25,2.2098,12.59842528,32,Dom,464577,5263222
S642,Red Pine,Pinus resinosa,24.75,7.5438,12.51968512,31.8,Co,464577,5263222
S642,Red Pine,Pinus resinosa,17,5.1816,9.881889829,25.1,Co,464577,5263222
S642,Red Pine,Pinus resinosa,25.667,7.8233016,5.393700823,13.7,Int,464577,5263222
S642,Red Pine,Pinus resinosa,25.667,7.8233016,4.212598453,10.7,Sup,464577,5263222
S642,Red Pine,Pinus resinosa,24.5,7.4676,5.590551218,14.2,Co,464577,5263222
S642,Red Pine,Pinus resinosa,9.5,2.8956,8.307086669,21.1,Dom,464577,5263222
S642,Red Pine,Pinus resinosa,24,7.3152,4.72440948,12,Sup,464577,5263222
S642,Paper Birch,Betula papyrifera,24.167,7.3661016,7.283464615,18.5,Co,464577,5263222
S642,Paper Birch,Betula papyrifera,22,6.7056,4.488189006,11.4,Co,464577,5263222
S642,Paper Birch,Betula papyrifera,20.25,6.1722,7.952755958,20.2,Co,464577,5263222
S642,Paper Birch,Betula papyrifera,24.167,7.3661016,7.716535484,19.6,Co,464577,5263222
S642,Paper Birch,Betula papyrifera,26,7.9248,8.897637854,22.6,Co,464577,5263222
S642,Paper Birch,Betula papyrifera,21.75,6.6294,9.05511817,23,Dom,464577,5263222
S642,White Spruce,Picea glauca,12.667,3.8609016,9.409448881,23.9,Co,464577,5263222
S642,White Spruce,Picea glauca,23.167,7.0613016,4.015748058,10.2,Sup,464577,5263222
S643,Red Pine,Pinus resinosa,8.25,2.5146,9.724409513,24.7,Co,464516,5263223
S643,Red Pine,Pinus resinosa,24.167,7.3661016,8.818897696,22.4,Co,464516,5263223
S643,Red Pine,Pinus resinosa,12.75,3.8862,9.960629987,25.3,Co,464516,5263223
S643,Red Pine,Pinus resinosa,15.167,4.6229016,8.700787459,22.1,Co,464516,5263223
S643,Red Pine,Pinus resinosa,23.167,7.0613016,8.740157538,22.2,Co,464516,5263223
S643,Red Pine,Pinus resinosa,23.25,7.0866,7.795275642,19.8,Dom,464516,5263223
S643,Red Pine,Pinus resinosa,11,3.3528,7.322834694,18.6,Co,464516,5263223
S643,Red Pine,Pinus resinosa,17.333,5.2830984,11.96850402,30.4,Co,464516,5263223
S643,Red Pine,Pinus resinosa,24,7.3152,6.968503983,17.7,Int,464516,5263223
S643,Red Pine,Pinus resinosa,24.417,7.4423016,5.590551218,14.2,Co,464516,5263223
S643,Red Pine,Pinus resinosa,23.583,7.1880984,9.173228407,23.3,Co,464516,5263223
S643,Red Pine,Pinus resinosa,19.25,5.8674,10.3149607,26.2,Co,464516,5263223
S643,Red Pine,Pinus resinosa,23.25,7.0866,9.645669355,24.5,Co,464516,5263223
S643,Paper Birch,Betula papyrifera,17.667,5.3849016,5.11811027,13,Co,464516,5263223
S643,Paper Birch,Betula papyrifera,24.417,7.4423016,11.0629922,28.1,Co,464516,5263223
S643,Paper Birch,Betula papyrifera,22.25,6.7818,4.409448848,11.2,Int,464516,5263223
S643,Paper Birch,Betula papyrifera,25.5,7.7724,7.992126037,20.3,Co,464516,5263223
S643,Paper Birch,Betula papyrifera,22.417,6.8327016,7.8740158,20,Co,464516,5263223
S643,White Pine,Pinus Strobus,12.167,3.7085016,5.866141771,14.9,Int,464516,5263223
S644,Quaking Aspen,Populus tremuloides,26.583,8.1024984,12.91338591,32.8,Co,464458,5263225
S644,Quaking Aspen,Populus tremuloides,21.5,6.5532,10.43307094,26.5,Co,464458,5263225
S644,Quaking Aspen,Populus tremuloides,17.333,5.2830984,11.14173236,28.3,Co,464458,5263225
S644,Quaking Aspen,Populus tremuloides,15.583,4.7496984,5.11811027,13,Int,464458,5263225
S644,Quaking Aspen,Populus tremuloides,14.667,4.4705016,10.70866149,27.2,Co,464458,5263225
S644,Quaking Aspen,Populus tremuloides,19.417,5.9183016,7.834645721,19.9,Co,464458,5263225
S644,Quaking Aspen,Populus tremuloides,23.583,7.1880984,7.716535484,19.6,Co,464458,5263225
S644,Quaking Aspen,Populus tremuloides,23.75,7.239,7.559055168,19.2,Co,464458,5263225
S644,Quaking Aspen,Populus tremuloides,25.25,7.6962,13.74015757,34.9,Co,464458,5263225
S644,Quaking Aspen,Populus tremuloides,10.333,3.1494984,10.07874022,25.6,Co,464458,5263225
S644,Paper Birch,Betula papyrifera,14.053,4.2833544,7.519685089,19.1,Co,464458,5263225
S644,Paper Birch,Betula papyrifera,15.5,4.7244,4.763779559,12.1,Co,464458,5263225
S644,Paper Birch,Betula papyrifera,12,3.6576,9.645669355,24.5,Co,464458,5263225
S644,Paper Birch,Betula papyrifera,17.75,5.4102,4.881889796,12.4,Int,464458,5263225
S644,Paper Birch,Betula papyrifera,19.75,6.0198,8.66141738,22,Co,464458,5263225
S644,Paper Birch,Betula papyrifera,20.417,6.2231016,5.039370112,12.8,Int,464458,5263225
S644,Paper Birch,Betula papyrifera,23,7.0104,6.732283509,17.1,Co,464458,5263225
S644,Red Pine,Pinus resinosa,1.25,0.381,11.22047252,28.5,Co,464458,5263225
S644,Red Pine,Pinus resinosa,5.333,1.6254984,9.370078802,23.8,Co,464458,5263225
S644,Red Pine,Pinus resinosa,19.583,5.9688984,8.26771659,21,Co,464458,5263225
S644,Red Pine,Pinus resinosa,12,3.6576,10.62992133,27,Co,464458,5263225
S644,Red Pine,Pinus resinosa,14.75,4.4958,8.307086669,21.1,Int,464458,5263225
S644,Red Pine,Pinus resinosa,7.25,2.2098,9.84251975,25,Int,464458,5263225
S644,Red Pine,Pinus resinosa,22.917,6.9851016,8.26771659,21,Int,464458,5263225
S645,Paper Birch,Betula papyrifera,23.5,7.1628,5.000000033,12.7,Co,464394,5263235
S645,Paper Birch,Betula papyrifera,13.833,4.2162984,5.11811027,13,Int,464394,5263235
S645,Paper Birch,Betula papyrifera,15.333,4.6734984,6.141732324,15.6,Co,464394,5263235
S645,Paper Birch,Betula papyrifera,26.417,8.0519016,4.842519717,12.3,Co,464394,5263235
S645,Paper Birch,Betula papyrifera,23.583,7.1880984,6.377952798,16.2,Dom,464394,5263235
S645,Paper Birch,Betula papyrifera,2.417,0.7367016,6.732283509,17.1,Int,464394,5263235
S645,Black Spruce,Picea mariana,6.833,2.0826984,11.53543315,29.3,Dom,464394,5263235
S645,Tamarack,Larix laricina,16.75,5.1054,9.370078802,23.8,Dom,464394,5263235
S646,White Spruce,Picea glauca,8.167,2.4893016,8.582677222,21.8,Co,464341,5263220
S646,White Spruce,Picea glauca,8.167,2.4893016,8.031496116,20.4,Co,464341,5263220
S646,White Spruce,Picea glauca,15,4.572,8.464566985,21.5,Co,464341,5263220
S646,White Spruce,Picea glauca,20.167,6.1469016,6.496063035,16.5,Co,464341,5263220
S646,White Spruce,Picea glauca,18.75,5.715,7.795275642,19.8,Co,464341,5263220
S646,White Spruce,Picea glauca,10.5,3.2004,6.535433114,16.6,Co,464341,5263220
S646,White Spruce,Picea glauca,17.333,5.2830984,7.48031501,19,Co,464341,5263220
S646,White Spruce,Picea glauca,18.5,5.6388,5.433070902,13.8,Co,464341,5263220
S646,White Spruce,Picea glauca,19,5.7912,4.488189006,11.4,Co,464341,5263220
S646,White Spruce,Picea glauca,24.167,7.3661016,5.039370112,12.8,Int,464341,5263220
S646,White Spruce,Picea glauca,15,4.572,7.519685089,19.1,Co,464341,5263220
S654,Paper Birch,Betula papyrifera,21.25,6.477,7.913385879,20.1,Co,464449,5263285
S654,Paper Birch,Betula papyrifera,11.75,3.5814,3.897637821,9.9,Int,464449,5263285
S654,Paper Birch,Betula papyrifera,17,5.1816,4.921259875,12.5,Int,464449,5263285
S654,Paper Birch,Betula papyrifera,18.053,5.5025544,3.976377979,10.1,Int,464449,5263285
S654,Paper Birch,Betula papyrifera,11.583,3.5304984,6.29921264,16,Int,464449,5263285
S654,Paper Birch,Betula papyrifera,26,7.9248,7.598425247,19.3,Co,464449,5263285
S654,Paper Birch,Betula papyrifera,9.417,2.8703016,5.11811027,13,Int,464449,5263285
S654,Paper Birch,Betula papyrifera,17,5.1816,5.157480349,13.1,Int,464449,5263285
S654,Paper Birch,Betula papyrifera,24.667,7.5185016,6.417322877,16.3,Co,464449,5263285
S654,Paper Birch,Betula papyrifera,19.167,5.8421016,6.338582719,16.1,Co,464449,5263285
S654,Paper Birch,Betula papyrifera,22,6.7056,6.023622087,15.3,Co,464449,5263285
S654,Quaking Aspen,Populus tremuloides,25.333,7.7214984,12.04724417,30.6,Co,464449,5263285
S654,Quaking Aspen,Populus tremuloides,31.417,9.5759016,9.803149671,24.9,Co,464449,5263285
S654,Quaking Aspen,Populus tremuloides,12.667,3.8609016,6.377952798,16.2,Co,464449,5263285
S654,Quaking Aspen,Populus tremuloides,23.833,7.2642984,7.007874062,17.8,Co,464449,5263285
S654,Northern Red Oak,Quercus rubra,18.5,5.6388,6.496063035,16.5,Int,464449,5263285
S654,Northern Red Oak,Quercus rubra,17.667,5.3849016,6.771653588,17.2,Co,464449,5263285
S654,Northern Red Oak,Quercus rubra,5.583,1.7016984,6.653543351,16.9,Co,464449,5263285
S654,Bigtooth Aspen,Populus grandidentata,23,7.0104,11.18110244,28.4,Co,464449,5263285
S654,Bigtooth Aspen,Populus grandidentata,16.25,4.953,10.70866149,27.2,Co,464449,5263285
S654,Bigtooth Aspen,Populus grandidentata,18.333,5.5878984,10.1181103,25.7,Co,464449,5263285
S654,Bigtooth Aspen,Populus grandidentata,23.053,7.0265544,11.0629922,28.1,Co,464449,5263285
S654,Sugar Maple,Acer saccharum,22.053,6.7217544,4.133858295,10.5,Int,464449,5263285
S654,Sugar Maple,Acer saccharum,22.417,6.8327016,5.590551218,14.2,Int,464449,5263285
S654,Sugar Maple,Acer saccharum,25,7.62,5.787401613,14.7,Int,464449,5263285
S654,Sugar Maple,Acer saccharum,25.25,7.6962,3.622047268,9.2,Int,464449,5263285
S655,Red Pine,Pinus resinosa,13.583,4.1400984,9.921259908,25.2,Dom,464401,5263278
S655,Red Pine,Pinus resinosa,10.583,3.2256984,11.29921267,28.7,Co,464401,5263278
S655,Red Pine,Pinus resinosa,11.053,3.3689544,10.8661418,27.6,Co,464401,5263278
S655,Quaking Aspen,Populus tremuloides,9,2.7432,4.448818927,11.3,Sup,464401,5263278
S655,Quaking Aspen,Populus tremuloides,23,7.0104,5.354330744,13.6,Co,464401,5263278
S655,Quaking Aspen,Populus tremuloides,22.053,6.7217544,3.779527584,9.6,Int,464401,5263278
S655,Quaking Aspen,Populus tremuloides,11.667,3.5561016,5.236220507,13.3,Co,464401,5263278
S655,White Spruce,Picea glauca,25.25,7.6962,8.543307143,21.7,Dom,464401,5263278
S655,White Spruce,Picea glauca,11.25,3.429,8.503937064,21.6,Co,464401,5263278
S655,White Spruce,Picea glauca,7.5,2.286,7.08661422,18,Co,464401,5263278
S655,White Spruce,Picea glauca,13.583,4.1400984,6.614173272,16.8,Co,464401,5263278
S655,White Spruce,Picea glauca,11.583,3.5304984,6.417322877,16.3,Co,464401,5263278
S655,Paper Birch,Betula papyrifera,17.583,5.3592984,3.582677189,9.1,Int,464401,5263278
S655,Paper Birch,Betula papyrifera,20.667,6.2993016,4.015748058,10.2,Int,464401,5263278
S655,Paper Birch,Betula papyrifera,17.333,5.2830984,3.700787426,9.4,Int,464401,5263278
S655,Paper Birch,Betula papyrifera,23.5,7.1628,5.11811027,13,Co,464401,5263278
S655,Northern Red Oak,Quercus rubra,5.417,1.6511016,3.858267742,9.8,Int,464401,5263278
S655,Northern Red Oak,Quercus rubra,16.75,5.1054,5.11811027,13,Co,464401,5263278
